kjv_rid,bhs_rid,gnt_rid,lxx_rid,vul_rid
079011051,079011051,"",079011051,079011051
079011052,079011052,"",079011052,079011052
079011053,079011053,"",079011053,079011053
079011054,079011054,"",079011054,079011054
079011055,079011055,"",079011055,079011055
079011056,079011056,"",079011056,079011056
079011057,079011057,"",079011057,079011057
079011058,079011058,"",079011058,079011058
079011059,079011059,"",079011059,079011059
079011060,079011060,"",079011060,079011060
079011061,079011061,"",079011061,079011061
079011062,079011062,"",079011062,079011062
079011063,079011063,"",079011063,079011063
079011064,079011064,"",079011064,079011064
079011065,079011065,"",079011065,079011065
079011066,079011066,"",079011066,079011066
079011067,079011067,"",079011067,079011067
079011068,079011068,"",079011068,079011068
079011069,079011069,"",079011069,079011069
079011070,079011070,"",079011070,079011070
079011071,079011071,"",079011071,079011071
079011072,079011072,"",079011072,079011072
079011073,079011073,"",079011073,079011073
079011074,079011074,"",079011074,079011074
079012001,079012001,"",079012001,079012001
079012002,079012002,"",079012002,079012002
079012003,079012003,"",079012003,079012003
079012004,079012004,"",079012004,079012004
079012005,079012005,"",079012005,079012005
079012006,079012006,"",079012006,079012006
079012007,079012007,"",079012007,079012007
079012008,079012008,"",079012008,079012008
079012009,079012009,"",079012009,079012009
079012010,079012010,"",079012010,079012010
079012011,079012011,"",079012011,079012011
079012012,079012012,"",079012012,079012012
079012013,079012013,"",079012013,079012013
079012014,079012014,"",079012014,079012014
079012015,079012015,"",079012015,079012015
079012016,079012016,"",079012016,079012016
079012017,079012017,"",079012017,079012017
079012018,079012018,"",079012018,079012018
079012019,079012019,"",079012019,079012019
079012020,079012020,"",079012020,079012020
079012021,079012021,"",079012021,079012021
079012022,079012022,"",079012022,079012022
079012023,079012023,"",079012023,079012023
079012024,079012024,"",079012024,079012024
079012025,079012025,"",079012025,079012025
079012026,079012026,"",079012026,079012026
079012027,079012027,"",079012027,079012027
079012028,079012028,"",079012028,079012028
079012029,079012029,"",079012029,079012029
079012030,079012030,"",079012030,079012030
079012031,079012031,"",079012031,079012031
079012032,079012032,"",079012032,079012032
079012033,079012033,"",079012033,079012033
079012034,079012034,"",079012034,079012034
079012035,079012035,"",079012035,079012035
079012036,079012036,"",079012036,079012036
079012037,079012037,"",079012037,079012037
079012038,079012038,"",079012038,079012038
079012039,079012039,"",079012039,079012039
079012040,079012040,"",079012040,079012040
079012041,079012041,"",079012041,079012041
079012042,079012042,"",079012042,079012042
079012043,079012043,"",079012043,079012043
079012044,079012044,"",079012044,079012044
079012045,079012045,"",079012045,079012045
079012046,079012046,"",079012046,079012046
079012047,079012047,"",079012047,079012047
079012048,079012048,"",079012048,079012048
079012049,079012049,"",079012049,079012049
079012050,079012050,"",079012050,079012050
079012051,079012051,"",079012051,079012051
079012052,079012052,"",079012052,079012052
079012053,079012053,"",079012053,079012053
079012054,079012054,"",079012054,079012054
079013001,079013001,"",079013001,079013001
079013002,079013002,"",079013002,079013002
079013003,079013003,"",079013003,079013003
079013004,079013004,"",079013004,079013004
079013005,079013005,"",079013005,079013005
079013006,079013006,"",079013006,079013006
079013007,079013007,"",079013007,079013007
079013008,079013008,"",079013008,079013008
079013009,079013009,"",079013009,079013009
079013010,079013010,"",079013010,079013010
079013011,079013011,"",079013011,079013011
079013012,079013012,"",079013012,079013012
079013013,079013013,"",079013013,079013013
079013014,079013014,"",079013014,079013014
079013015,079013015,"",079013015,079013015
079013016,079013016,"",079013016,079013016
079013017,079013017,"",079013017,079013017
079013018,079013018,"",079013018,079013018
079013019,079013019,"",079013019,079013019
079013020,079013020,"",079013020,079013020
079013021,079013021,"",079013021,079013021
079013022,079013022,"",079013022,079013022
079013023,079013023,"",079013023,079013023
079013024,079013024,"",079013024,079013024
079013025,079013025,"",079013025,079013025
079013026,079013026,"",079013026,079013026
079013027,079013027,"",079013027,079013027
079013028,079013028,"",079013028,079013028
079013029,079013029,"",079013029,079013029
079013030,079013030,"",079013030,079013030
079013031,079013031,"",079013031,079013031
079013032,079013032,"",079013032,079013032
079013033,079013033,"",079013033,079013033
079013034,079013034,"",079013034,079013034
079013035,079013035,"",079013035,079013035
079013036,079013036,"",079013036,079013036
079013037,079013037,"",079013037,079013037
079013038,079013038,"",079013038,079013038
079013039,079013039,"",079013039,079013039
079013040,079013040,"",079013040,079013040
079013041,079013041,"",079013041,079013041
079013042,079013042,"",079013042,079013042
079013043,079013043,"",079013043,079013043
079013044,079013044,"",079013044,079013044
079013045,079013045,"",079013045,079013045
079013046,079013046,"",079013046,079013046
079013047,079013047,"",079013047,079013047
079013048,079013048,"",079013048,079013048
079013049,079013049,"",079013049,079013049
079013050,079013050,"",079013050,079013050
079013051,079013051,"",079013051,079013051
079013052,079013052,"",079013052,079013052
079013053,079013053,"",079013053,079013054
079014001,079014001,"",079014001,079014001
079014002,079014002,"",079014002,079014002
079014003,079014003,"",079014003,079014003
079014004,079014004,"",079014004,079014004
079014005,079014005,"",079014005,079014005
079014006,079014006,"",079014006,079014006
079014007,079014007,"",079014007,079014007
079014008,079014008,"",079014008,079014008
079014009,079014009,"",079014009,079014009
079014010,079014010,"",079014010,079014010
079014011,079014011,"",079014011,079014011
079014012,079014012,"",079014012,079014012
079014013,079014013,"",079014013,079014013
079014014,079014014,"",079014014,079014014
079014015,079014015,"",079014015,079014015
079014016,079014016,"",079014016,079014016
079014017,079014017,"",079014017,079014017
079014018,079014018,"",079014018,079014018
079014019,079014019,"",079014019,079014019
079014020,079014020,"",079014020,079014020
079014021,079014021,"",079014021,079014021
079014022,079014022,"",079014022,079014022
079014023,079014023,"",079014023,079014023
079014024,079014024,"",079014024,079014024
079014025,079014025,"",079014025,079014025
079014026,079014026,"",079014026,079014026
079014027,079014027,"",079014027,079014027
079014028,079014028,"",079014028,079014028
079014029,079014029,"",079014029,079014029
079014030,079014030,"",079014030,079014030
079014031,079014031,"",079014031,079014031
079014032,079014032,"",079014032,079014032
079014033,079014033,"",079014033,079014033
079014034,079014034,"",079014034,079014034
079014035,079014035,"",079014035,079014035
079014036,079014036,"",079014036,079014036
079014037,079014037,"",079014037,079014037
079014038,079014038,"",079014038,079014038
079014039,079014039,"",079014039,079014039
079014040,079014040,"",079014040,079014040
079014041,079014041,"",079014041,079014041
079014042,079014042,"",079014042,079014042
079014043,079014043,"",079014043,079014043
079014044,079014044,"",079014044,079014044
079014045,079014045,"",079014045,079014045
079014046,079014046,"",079014046,079014046
079014047,079014047,"",079014047,079014047
079014048,079014048,"",079014048,079014048
079014049,079014049,"",079014049,079014049
079015001,079015001,"",079015001,079015001
079015002,079015002,"",079015002,079015002
079015003,079015003,"",079015003,079015003
079015004,079015004,"",079015004,079015004
079015005,079015005,"",079015005,079015005
079015006,079015006,"",079015006,079015006
079015007,079015007,"",079015007,079015007
079015008,079015008,"",079015008,079015008
079015009,079015009,"",079015009,079015009
079015010,079015010,"",079015010,079015010
079015011,079015011,"",079015011,079015011
079015012,079015012,"",079015012,079015012
079015013,079015013,"",079015013,079015013
079015014,079015014,"",079015014,079015014
079015015,079015015,"",079015015,079015015
079015016,079015016,"",079015016,079015016
079015017,079015017,"",079015017,079015017
079015018,079015018,"",079015018,079015018
079015019,079015019,"",079015019,079015019
079015020,079015020,"",079015020,079015020
079015021,079015021,"",079015021,079015021
079015022,079015022,"",079015022,079015022
079015023,079015023,"",079015023,079015023
079015024,079015024,"",079015024,079015024
079015025,079015025,"",079015025,079015025
079015026,079015026,"",079015026,079015026
079015027,079015027,"",079015027,079015027
079015028,079015028,"",079015028,079015028
079015029,079015029,"",079015029,079015029
079015030,079015030,"",079015030,079015030
079015031,079015031,"",079015031,079015031
079015032,079015032,"",079015032,079015032
079015033,079015033,"",079015033,079015033
079015034,079015034,"",079015034,079015034
079015035,079015035,"",079015035,079015035
079015036,079015036,"",079015036,079015036
079015037,079015037,"",079015037,079015037
079015038,079015038,"",079015038,079015038
079015039,079015039,"",079015039,079015039
079015040,079015040,"",079015040,079015040
079015041,079015041,"",079015041,079015041
079016001,079016001,"",079016001,079016001
079016002,079016002,"",079016002,079016002
079016003,079016003,"",079016003,079016003
079016004,079016004,"",079016004,079016004
079016005,079016005,"",079016005,079016005
079016006,079016006,"",079016006,079016006
079016007,079016007,"",079016007,079016007
079016008,079016008,"",079016008,079016008
079016009,079016009,"",079016009,079016009
079016010,079016010,"",079016010,079016010
079016011,079016011,"",079016011,079016011
079016012,079016012,"",079016012,079016012
079016013,079016013,"",079016013,079016013
079016014,079016014,"",079016014,079016014
079016015,079016015,"",079016015,079016015
079016016,079016016,"",079016016,079016016
079016017,079016017,"",079016017,079016017
079016018,079016018,"",079016018,079016018
079016019,079016019,"",079016019,079016019
079016020,079016020,"",079016020,079016020
079016021,079016021,"",079016021,079016021
079016022,079016022,"",079016022,079016022
079016023,079016023,"",079016023,079016023
079016024,079016024,"",079016024,079016024
080001001,080001001,"",080001001,080001001
080001002,080001002,"",080001002,080001002
080001003,080001003,"",080001003,080001003
080001004,080001004,"",080001004,080001004
080001005,080001005,"",080001005,080001005
080001006,080001006,"",080001006,080001006
080001007,080001007,"",080001007,080001007
080001008,080001008,"",080001008,080001008
080001009,080001009,"",080001009,080001009
080001010,080001010,"",080001010,080001010
080001011,080001011,"",080001011,080001011
080001012,080001012,"",080001012,080001012
080001013,080001013,"",080001013,080001013
080001014,080001014,"",080001014,080001014
080001015,080001015,"",080001015,080001015
080001016,080001016,"",080001016,080001016
080001017,080001017,"",080001017,080001017
080001018,080001018,"",080001018,080001018
080001019,080001019,"",080001019,080001019
080001020,080001020,"",080001020,080001020
080001021,080001021,"",080001021,080001021
080001022,080001022,"",080001022,080001022
080001023,080001023,"",080001023,080001023
080001024,080001024,"",080001024,080001024
080001025,080001025,"",080001025,080001025
080001026,080001026,"",080001026,080001026
080001027,080001027,"",080001027,080001027
080001028,080001028,"",080001028,080001028
080001029,080001029,"",080001029,080001029
080001030,080001030,"",080001030,080001030
080001031,080001031,"",080001031,080001031
080001032,080001032,"",080001032,080001032
080001033,080001033,"",080001033,080001033
080001034,080001034,"",080001034,080001034
080001035,080001035,"",080001035,080001035
080001036,080001036,"",080001036,080001036
080002001,080002001,"",080002001,080002001
080002002,080002002,"",080002002,080002002
080002003,080002003,"",080002003,080002003
080002004,080002004,"",080002004,080002004
080002005,080002005,"",080002005,080002005
080002006,080002006,"",080002006,080002006
080002007,080002007,"",080002007,080002007
080002008,080002008,"",080002008,080002008
080002009,080002009,"",080002009,080002009
080002010,080002010,"",080002010,080002010
080002011,080002011,"",080002011,080002011
080002012,080002012,"",080002012,080002012
080002013,080002013,"",080002013,080002013
080002014,080002014,"",080002014,080002014
080002015,080002015,"",080002015,080002015
080002016,080002016,"",080002016,080002016
080002017,080002017,"",080002017,080002017
080002018,080002018,"",080002018,080002018
080002018,080002018,"",080002018,080002019
080002019,080002019,"",080002019,080002020
080002020,080002020,"",080002020,080002021
080002021,080002021,"",080002021,080002022
080002022,080002022,"",080002022,080002023
080002023,080002023,"",080002023,080002024
080002024,080002024,"",080002024,080002025
080002025,080002025,"",080002025,080002026
080002026,080002026,"",080002026,080002027
080002027,080002027,"",080002027,080002028
080002028,080002028,"",080002028,080002029
080002029,080002029,"",080002029,080002030
080002030,080002030,"",080002030,080002031
080002031,080002031,"",080002031,080002032
080002032,080002032,"",080002032,080002033
080003001,080003001,"",080003001,080003001
080003002,080003002,"",080003002,080003002
080003003,080003003,"",080003003,080003003
080003004,080003004,"",080003004,080003004
080003005,080003005,"",080003005,080003005
080003006,080003006,"",080003006,080003006
080003007,080003007,"",080003007,080003007
080003008,080003008,"",080003008,080003008
080003009,080003009,"",080003009,080003009
080003010,080003010,"",080003010,080003010
080003011,080003011,"",080003011,080003011
080003012,080003012,"",080003012,080003012
080003013,080003013,"",080003013,080003013
080003014,080003014,"",080003014,080003014
080003015,080003015,"",080003015,080003015
080003016,080003016,"",080003016,080003016
080003017,080003017,"",080003017,080003017
080003018,080003018,"",080003018,080003018
080003019,080003019,"",080003019,080003019
080003020,080003020,"",080003020,080003020
080003021,080003021,"",080003021,080003021
080003022,080003022,"",080003022,080003022
080003023,080003023,"",080003023,080003023
080003024,080003024,"",080003024,080003024
080003025,080003025,"",080003025,080003025
080003026,080003026,"",080003026,080003026
080003027,080003027,"",080003027,080003027
080003028,080003028,"",080003028,080003028
080003029,080003029,"",080003029,080003029
080003030,080003030,"",080003030,080003030
080003031,080003031,"",080003031,080003031
080003032,080003032,"",080003032,080003032
080003033,080003033,"",080003033,080003033
080003034,080003034,"",080003034,080003034
080003035,080003035,"",080003035,080003035
080003036,080003036,"",080003036,080003036
080003037,080003037,"",080003037,080003037
080003038,080003038,"",080003038,080003038
080003039,080003039,"",080003039,080003039
080003040,080003040,"",080003040,080003040
080004001,080004001,"",080004001,080004001
080004002,080004002,"",080004002,080004002
080004003,080004003,"",080004003,080004003
080004004,080004004,"",080004004,080004004
080004005,080004005,"",080004005,080004005
080004006,080004006,"",080004006,080004006
080004007,080004007,"",080004007,080004007
080004008,080004008,"",080004008,080004008
080004009,080004009,"",080004009,080004009
080004010,080004010,"",080004010,080004010
080004011,080004011,"",080004011,080004011
080004012,080004012,"",080004012,080004012
080004013,080004013,"",080004013,080004013
080004014,080004014,"",080004014,080004014
080004015,080004015,"",080004015,080004015
080004016,080004016,"",080004016,080004016
080004017,080004017,"",080004017,080004017
080004018,080004018,"",080004018,080004018
080004019,080004019,"",080004019,080004019
080004020,080004020,"",080004020,080004020
080004021,080004021,"",080004021,080004021
080004022,080004022,"",080004022,080004022
080004023,080004023,"",080004023,080004023
080004024,080004024,"",080004024,080004024
080004025,080004025,"",080004025,080004025
080004026,080004026,"",080004026,080004026
080004027,080004027,"",080004027,080004027
080004028,080004028,"",080004028,080004028
080004029,080004029,"",080004029,080004029
080004030,080004030,"",080004030,080004030
080004031,080004031,"",080004031,080004031
080004032,080004032,"",080004032,080004032
080004033,080004033,"",080004033,080004033
080004034,080004034,"",080004034,080004034
080004035,080004035,"",080004035,080004035
080004036,080004036,"",080004036,080004036
080004037,080004037,"",080004037,080004037
080004038,080004038,"",080004038,080004038
080004039,080004039,"",080004039,080004039
080004040,080004040,"",080004040,080004040
080004041,080004041,"",080004041,080004041
080004042,080004042,"",080004042,080004042
080004043,080004043,"",080004043,080004043
080004044,080004044,"",080004044,080004044
080004045,080004045,"",080004045,080004045
080004046,080004046,"",080004046,080004046
080004047,080004047,"",080004047,080004047
080004048,080004048,"",080004048,080004048
080004049,080004049,"",080004049,080004049
080004050,080004050,"",080004050,080004050
080005001,080005001,"",080005001,080005001
080005002,080005002,"",080005002,080005002
080005003,080005003,"",080005003,080005003
080005004,080005004,"",080005004,080005004
080005005,080005005,"",080005005,080005005
080005006,080005006,"",080005006,080005006
080005007,080005007,"",080005007,080005007
080005008,080005008,"",080005008,080005008
080005009,080005009,"",080005009,080005009
080005010,080005010,"",080005010,080005010
080005011,080005011,"",080005011,080005011
080005012,080005012,"",080005012,080005012
080005013,080005013,"",080005013,080005013
080005014,080005014,"",080005014,080005014
080005015,080005015,"",080005015,080005015
080005016,080005016,"",080005016,080005016
080005017,080005017,"",080005017,080005017
080005018,080005018,"",080005018,080005018
080005019,080005019,"",080005019,080005019
080005020,080005020,"",080005020,080005020
080005021,080005021,"",080005021,080005021
080005022,080005022,"",080005022,080005022
080005023,080005023,"",080005023,080005023
080005024,080005024,"",080005024,080005024
080005025,080005025,"",080005025,080005025
080005026,080005026,"",080005026,080005026
080005027,080005027,"",080005027,080005027
080006001,080006001,"",080006001,080006001
080006002,080006002,"",080006002,080006002
080006003,080006003,"",080006003,080006003
080006004,080006004,"",080006004,080006004
080006005,080006005,"",080006005,080006005
080006006,080006006,"",080006006,080006006
080006007,080006007,"",080006007,080006007
080006008,080006008,"",080006008,080006008
080006009,080006009,"",080006009,080006009
080006010,080006010,"",080006010,080006010
080006011,080006011,"",080006011,080006011
080006012,080006012,"",080006012,080006012
080006013,080006013,"",080006013,080006013
080006014,080006014,"",080006014,080006014
080006015,080006015,"",080006015,080006015
080006016,080006016,"",080006016,080006016
080006017,080006017,"",080006017,080006017
080006018,080006018,"",080006018,080006018
080006019,080006019,"",080006019,080006019
080006020,080006020,"",080006020,080006020
080006021,080006021,"",080006021,080006021
080006022,080006022,"",080006022,080006022
080006023,080006023,"",080006023,080006023
080006024,080006024,"",080006024,080006024
080006025,080006025,"",080006025,080006025
080006026,080006026,"",080006026,080006026
080006027,080006027,"",080006027,080006027
080006028,080006028,"",080006028,080006028
080006029,080006029,"",080006029,080006029
080006030,080006030,"",080006030,080006030
080006031,080006031,"",080006031,080006031
080007001,080007001,"",080007001,080007001
080007002,080007002,"",080007002,080007002
080007003,080007003,"",080007003,080007003
080007004,080007004,"",080007004,080007004
080007005,080007005,"",080007005,080007005
080007006,080007006,"",080007006,080007006
080007007,080007007,"",080007007,080007007
080007008,080007008,"",080007008,080007008
080007009,080007009,"",080007009,080007009
080007010,080007010,"",080007010,080007010
080007011,080007011,"",080007011,080007011
080007012,080007012,"",080007012,080007012
080007013,080007013,"",080007013,080007013
080007014,080007014,"",080007014,080007014
080007015,080007015,"",080007015,080007015
080007016,080007016,"",080007016,080007016
080007017,080007017,"",080007017,080007017
080007018,080007018,"",080007018,080007018
080007019,080007019,"",080007019,080007019
080007020,080007020,"",080007020,080007020
080007021,080007021,"",080007021,080007021
080007022,080007022,"",080007022,080007022
080007023,080007023,"",080007023,080007023
080007024,080007024,"",080007024,080007024
080007025,080007025,"",080007025,080007025
080007026,080007026,"",080007026,080007026
080007027,080007027,"",080007027,080007027
080007028,080007028,"",080007028,080007028
080007029,080007029,"",080007029,080007029
080007030,080007030,"",080007030,080007030
080007031,080007031,"",080007031,080007031
080007032,080007032,"",080007032,080007032
080007033,080007033,"",080007033,080007033
080007034,080007034,"",080007034,080007034
080007035,080007035,"",080007035,080007035
080007036,080007036,"",080007036,080007036
080007037,080007037,"",080007037,080007037
080007038,080007038,"",080007038,080007038
080007039,080007039,"",080007039,080007039
080007040,080007040,"",080007040,080007040
080007041,080007041,"",080007041,080007041
080007042,080007042,"",080007042,080007042
080008001,080008001,"",080008001,080008001
080008002,080008002,"",080008002,080008002
080008003,080008003,"",080008003,080008003
080008004,080008004,"",080008004,080008004
080008005,080008005,"",080008005,080008005
080008006,080008006,"",080008006,080008006
080008007,080008007,"",080008007,080008007
080008008,080008008,"",080008008,080008008
080008009,080008009,"",080008009,080008009
080008010,080008010,"",080008010,080008010
080008011,080008011,"",080008011,080008011
080008012,080008012,"",080008012,080008012
080008013,080008013,"",080008013,080008013
080008014,080008014,"",080008014,080008014
080008015,080008015,"",080008015,080008015
080008016,080008016,"",080008016,080008016
080008017,080008017,"",080008017,080008017
080008018,080008018,"",080008018,080008018
080008019,080008019,"",080008019,080008019
080008020,080008020,"",080008020,080008020
080008021,080008021,"",080008021,080008021
080008022,080008022,"",080008022,080008022
080008023,080008023,"",080008023,080008023
080008024,080008024,"",080008024,080008024
080008025,080008025,"",080008025,080008025
080008026,080008026,"",080008026,080008026
080008027,080008027,"",080008027,080008027
080008028,080008028,"",080008028,080008028
080008029,080008029,"",080008029,080008029
080008030,080008030,"",080008030,080008030
080008031,080008031,"",080008031,080008031
080008032,080008032,"",080008032,080008032
080008033,080008033,"",080008033,080008033
080008034,080008034,"",080008034,080008034
080008035,080008035,"",080008035,080008035
080008036,080008036,"",080008036,080008036
080009001,080009001,"",080009001,080009001
080009002,080009002,"",080009002,080009002
080009003,080009003,"",080009003,080009003
080009004,080009004,"",080009004,080009004
080009005,080009005,"",080009005,080009005
080009006,080009006,"",080009006,080009006
080009007,080009007,"",080009007,080009007
080009008,080009008,"",080009008,080009008
080009009,080009009,"",080009009,080009009
080009010,080009010,"",080009010,080009010
080009011,080009011,"",080009011,080009011
080009012,080009012,"",080009012,080009012
080009013,080009013,"",080009013,080009013
080009014,080009014,"",080009014,080009014
080009015,080009015,"",080009015,080009015
080009016,080009016,"",080009016,080009016
080009017,080009017,"",080009017,080009017
080009018,080009018,"",080009018,080009018
080009019,080009019,"",080009019,080009019
080009020,080009020,"",080009020,080009020
080009021,080009021,"",080009021,080009021
080009022,080009022,"",080009022,080009022
080009023,080009023,"",080009023,080009023
080009024,080009024,"",080009024,080009024
080009025,080009025,"",080009025,080009025
080009026,080009026,"",080009026,080009026
080009027,080009027,"",080009027,080009027
080009028,080009028,"",080009028,080009028
080009029,080009029,"",080009029,080009029
080010001,080010001,"",080010001,080010001
080010002,080010002,"",080010002,080010002
080010003,080010003,"",080010003,080010003
080010004,080010004,"",080010004,080010004
080010005,080010005,"",080010005,080010005
080010006,080010006,"",080010006,080010006
080010007,080010007,"",080010007,080010007
080010008,080010008,"",080010008,080010008
080010009,080010009,"",080010009,080010009
080010010,080010010,"",080010010,080010010
080010011,080010011,"",080010011,080010011
080010012,080010012,"",080010012,080010012
080010013,080010013,"",080010013,080010013
080010014,080010014,"",080010014,080010014
080010015,080010015,"",080010015,080010015
080010016,080010016,"",080010016,080010016
080010017,080010017,"",080010017,080010017
080010018,080010018,"",080010018,080010018
080010019,080010019,"",080010019,080010019
080010020,080010020,"",080010020,080010020
080010021,080010021,"",080010021,080010021
080010022,080010022,"",080010022,080010022
080010023,080010023,"",080010023,080010023
080010024,080010024,"",080010024,080010024
080010025,080010025,"",080010025,080010025
080010026,080010026,"",080010026,080010026
080010027,080010027,"",080010027,080010027
080010028,080010028,"",080010028,080010028
080010029,080010029,"",080010029,080010029
080010030,080010030,"",080010030,080010030
080010031,080010031,"",080010031,080010031
080010032,080010032,"",080010032,080010032
080010033,080010033,"",080010033,080010033
080010034,080010034,"",080010034,080010034
080010035,080010035,"",080010035,080010035
080010036,080010036,"",080010036,080010036
080010037,080010037,"",080010037,080010037
080010038,080010038,"",080010038,080010038
080011001,080011001,"",080011001,080011001
080011002,080011002,"",080011002,080011002
080011003,080011003,"",080011003,080011003
080011004,080011004,"",080011004,080011004
080011005,080011005,"",080011005,080011005
080011006,080011006,"",080011006,080011006
080011007,080011007,"",080011007,080011007
080011008,080011008,"",080011008,080011008
080011009,080011009,"",080011009,080011009
080011010,080011010,"",080011010,080011010
080011011,080011011,"",080011011,080011011
080011012,080011012,"",080011012,080011012
080011013,080011013,"",080011013,080011013
080011014,080011014,"",080011014,080011014
080011015,080011015,"",080011015,080011015
080011016,080011016,"",080011016,080011016
080011017,080011017,"",080011017,080011017
080011018,080011018,"",080011018,080011018
080011019,080011019,"",080011019,080011019
080011020,080011020,"",080011020,080011020
080011021,080011021,"",080011021,080011021
080011022,080011022,"",080011022,080011022
080011023,080011023,"",080011023,080011023
080011024,080011024,"",080011024,080011024
080011025,080011025,"",080011025,080011025
080011026,080011026,"",080011026,080011026
080011027,080011027,"",080011027,080011027
080011028,080011028,"",080011028,080011028
080011029,080011029,"",080011029,080011029
080011030,080011030,"",080011030,080011030
080011031,080011031,"",080011031,080011031
080011032,080011032,"",080011032,080011032
080011033,080011033,"",080011033,080011033
080011034,080011034,"",080011034,080011034
080011035,080011035,"",080011035,080011035
080011036,080011036,"",080011036,080011036
080011037,080011037,"",080011037,080011037
080011038,080011038,"",080011038,080011038
080012001,080012001,"",080012001,080012001
080012002,080012002,"",080012002,080012002
080012003,080012003,"",080012003,080012003
080012004,080012004,"",080012004,080012004
080012005,080012005,"",080012005,080012005
080012006,080012006,"",080012006,080012006
080012007,080012007,"",080012007,080012007
080012008,080012008,"",080012008,080012008
080012009,080012009,"",080012009,080012009
080012010,080012010,"",080012010,080012010
080012011,080012011,"",080012011,080012011
080012012,080012012,"",080012012,080012012
080012013,080012013,"",080012013,080012013
080012014,080012014,"",080012014,080012014
080012015,080012015,"",080012015,080012015
080012016,080012016,"",080012016,080012016
080012017,080012017,"",080012017,080012017
080012018,080012018,"",080012018,080012018
080012019,080012019,"",080012019,080012019
080012020,080012020,"",080012020,080012020
080012021,080012021,"",080012021,080012021
080012022,080012022,"",080012022,080012022
080012023,080012023,"",080012023,080012023
080012024,080012024,"",080012024,080012024
080012025,080012025,"",080012025,080012025
080012026,080012026,"",080012026,080012026
080012027,080012027,"",080012027,080012027
080012028,080012028,"",080012028,080012028
080012029,080012029,"",080012029,080012029
080012030,080012030,"",080012030,080012030
080012031,080012031,"",080012031,080012031
080012032,080012032,"",080012032,080012032
080012033,080012033,"",080012033,080012033
080012034,080012034,"",080012034,080012034
080012035,080012035,"",080012035,080012035
080012036,080012036,"",080012036,080012036
080012037,080012037,"",080012037,080012037
080012038,080012038,"",080012038,080012038
080012039,080012039,"",080012039,080012039
080012040,080012040,"",080012040,080012040
080012041,080012041,"",080012041,080012041
080012042,080012042,"",080012042,080012042
080012043,080012043,"",080012043,080012043
080012044,080012044,"",080012044,080012044
080012045,080012045,"",080012045,080012045
080012046,080012046,"",080012046,080012046
080013001,080013001,"",080013001,080013001
080013002,080013002,"",080013002,080013002
080013003,080013003,"",080013003,080013003
080013004,080013004,"",080013004,080013004
080013005,080013005,"",080013005,080013005
080013006,080013006,"",080013006,080013006
080013007,080013007,"",080013007,080013007
080013008,080013008,"",080013008,080013008
080013009,080013009,"",080013009,080013009
080013010,080013010,"",080013010,080013010
080013011,080013011,"",080013011,080013011
080013012,080013012,"",080013012,080013012
080013013,080013013,"",080013013,080013013
080013014,080013014,"",080013014,080013014
080013015,080013015,"",080013015,080013015
080013016,080013016,"",080013016,080013016
080013017,080013017,"",080013017,080013017
080013018,080013018,"",080013018,080013018
080013019,080013019,"",080013019,080013019
080013020,080013020,"",080013020,080013020
080013021,080013021,"",080013021,080013021
080013022,080013022,"",080013022,080013022
080013023,080013023,"",080013023,080013023
080013024,080013024,"",080013024,080013024
080013025,080013025,"",080013025,080013025
080013026,080013026,"",080013026,080013026
080014001,080014001,"",080014001,080014001
080014002,080014002,"",080014002,080014002
080014003,080014003,"",080014003,080014003
080014004,080014004,"",080014004,080014004
080014005,080014005,"",080014005,080014005
080014006,080014006,"",080014006,080014006
080014007,080014007,"",080014007,080014007
080014008,080014008,"",080014008,080014008
080014009,080014009,"",080014009,080014009
080014010,080014010,"",080014010,080014010
080014011,080014011,"",080014011,080014011
080014012,080014012,"",080014012,080014012
080014013,080014013,"",080014013,080014013
080014014,080014014,"",080014014,080014014
080014015,080014015,"",080014015,080014015
080014016,080014016,"",080014016,080014016
080014017,080014017,"",080014017,080014017
080014018,080014018,"",080014018,080014018
080014019,080014019,"",080014019,080014019
080014020,080014020,"",080014020,080014020
080014021,080014021,"",080014021,080014021
080014022,080014022,"",080014022,080014022
080014023,080014023,"",080014023,080014023
080014024,080014024,"",080014024,080014024
080014025,080014025,"",080014025,080014025
080014026,080014026,"",080014026,080014026
080014027,080014027,"",080014027,080014027
080014028,080014028,"",080014028,080014028
080014029,080014029,"",080014029,080014029
080014030,080014030,"",080014030,080014030
080014031,080014031,"",080014031,080014031
080014032,080014032,"",080014032,080014032
080014033,080014033,"",080014033,080014033
080014034,080014034,"",080014034,080014034
080014035,080014035,"",080014035,080014035
080014036,080014036,"",080014036,080014036
080014037,080014037,"",080014037,080014037
080014038,080014038,"",080014038,080014038
080014039,080014039,"",080014039,080014039
080014040,080014040,"",080014040,080014040
080014041,080014041,"",080014041,080014041
080014042,080014042,"",080014042,080014042
080014043,080014043,"",080014043,080014043
080014044,080014044,"",080014044,080014044
080014045,080014045,"",080014045,080014045
080014046,080014046,"",080014046,080014046
080015001,080015001,"",080015001,080015001
080015002,080015002,"",080015002,080015002
080015003,080015003,"",080015003,080015003
080015004,080015004,"",080015004,080015004
080015005,080015005,"",080015005,080015005
080015006,080015006,"",080015006,080015006
080015007,080015007,"",080015007,080015007
080015008,080015008,"",080015008,080015008
080015009,080015009,"",080015009,080015009
080015010,080015010,"",080015010,080015010
080015011,080015011,"",080015011,080015011
080015012,080015012,"",080015012,080015012
